Job Number,Borough Name,Count Permits,First Permit Date,Current Date,Age,Permit Expiration Date,Sidewalk Shed/Linear Feet,Construction Material,Current Job Status,BIN Number,Community Board,Latitude Point,Longitude Point,House Number,Street Name,Borough Digit,Block,Lot,Applicant Business Name,ProCert,Source,activity,Commercial
440304804,Queens,0,4/20/2016,2/25/2024,2866,11/5/2024,767,STEEL/WOOD,R,4535114,407,40.75483,-73.82337,43-43,KISSENA BOULEVARD,4,05185,07501,METRO CONTRACTING NY  INC,1,BIS,Construction or Maintenance,Other Zoning Districts
440306802,Queens,0,4/26/2016,2/25/2024,2860,4/23/2024,35,STEEL& WOOD,R,4617767,412,40.70777,-73.79845,88-35, 163 STREET,4,09813,00011,THIND BUILDERS NY INC,1,BIS,Construction or Maintenance,Other Zoning Districts
440352413,Queens,0,10/14/2016,2/25/2024,2689,9/11/2024,254,WOOD/STEEL,R,4213968,412,40.70116,-73.80725,90-75,SUTPHIN BOULEVARD,4,09994,00031,COLGATE ENTERPRISE CORP,1,BIS,Construction or Maintenance,Commercial District/Overlay
440396457,Queens,0,4/21/2017,2/25/2024,2500,8/15/2024,551,WOOD AND STEEL,R,4207071,412,40.7045,-73.80842,88-11,SUTPHIN BOULEVARD,4,09691,00001,ADP GROUP INC,1,BIS,Local Law 11,Commercial District/Overlay
440413170,Queens,0,6/27/2017,2/25/2024,2433,6/11/2024,77,WOOD/STEEL,R,4539484,402,40.74604,-73.95486,5-17,  47 AVENUE,4,00028,00121,CS BRIDGE CORP,1,BIS,Construction or Maintenance,Other Zoning Districts
500870140,Staten Island,0,9/9/2016,2/25/2024,2724,8/28/2024,40,WOOD + STEEL,R,5013955,501,40.62094,-74.07708,151,TOMPKINS AVENUE,5,00534,00075,MARIC PLUMBING & HEATING,1,BIS,Construction or Maintenance,Commercial District/Overlay
540090863,Staten Island,0,11/17/2015,2/25/2024,3021,9/5/2024,1056,METAL WOOD,R,5109580,502,40.57911,-74.10744,145,LINCOLN AVENUE,5,03585,07502,PHOENIX SUTTON STR INC,1,BIS,Local Law 11,Other Zoning Districts
540129859,Staten Island,0,6/20/2017,2/25/2024,2440,8/17/2024,411,STEEL/WOOD,R,5166155,501,40.64166,-74.07505,35 A,BAY STREET,5,00001,07504,DHS FRACO LLC,1,BIS,Construction or Maintenance,Commercial District/Overlay
B00002685-I1,BROOKLYN,,2017-11-21,2024-02-25,2286,2024-07-12,35.0,,Permit Entire,3071666,301,40.70121,-73.94084,797,FLUSHING AVENUE,3,3127,29,AE DESIGN SOLUTION INC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
B00004176-I1,BROOKLYN,,2017-12-12,2024-02-25,2265,2024-03-29,58.0,,Permit Entire,3135417,312,40.64304,-73.99285,1039,41 STREET,3,5587,60,HAIDER ENGINEERING  P.E.,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00004656-I1,BROOKLYN,,2017-12-13,2024-02-25,2264,2025-01-27,413.0,,Permit Entire,3034161,309,40.6661,-73.95274,240,CROWN STREET,3,1296,14,VS CONSULTING ENGINEERING  PC,1,DOB NOW,Local Law 11,Commercial District/Overlay
B00007416-I1,BROOKLYN,,2017-12-22,2024-02-25,2255,2024-05-11,25.0,,Permit Entire,3065131,301,40.72899,-73.95344,846,MANHATTAN AVENUE,3,2574,46,JOHN D NAKROSIS JR BLDG DESIGN,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
B00012257-I1,BROOKLYN,,2018-01-26,2024-02-25,2220,2024-03-31,110.0,,Permit Entire,3010151,307,40.65623,-74.00353,142,33 STREET,3,684,25,AE DESIGN SOLUTION INC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00017314-I1,BROOKLYN,,2018-02-08,2024-02-25,2207,2024-05-10,105.0,,Permit Entire,3127902,314,40.63036,-73.97371,154,LAWRENCE AVENUE,3,5423,21,BRIAN T. O'CONNOR,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00032411-I1,BROOKLYN,,2018-04-04,2024-02-25,2152,2024-03-24,569.0,,Permit Entire,3321110,313,40.58702,-73.98997,2015,SHORE PARKWAY,3,6937,48,VS CONSULTING ENGINEERING  PC,1,DOB NOW,Local Law 11,Other Zoning Districts
B00032952-I1,BROOKLYN,,2018-04-09,2024-02-25,2147,2024-03-29,1000.0,,Permit Entire,3000007,302,40.70411,-73.9893,99,PLYMOUTH STREET,3,7,21,TOHFAZ UDDIN PE PC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00034406-I1,BROOKLYN,,2018-11-21,2024-02-25,1921,2024-03-02,141.0,,Permit Entire,3326054,306,40.68892,-73.99741,364,HENRY STREET,3,295,29,AE DESIGN SOLUTION INC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00040123-I1,BROOKLYN,,2018-05-03,2024-02-25,2123,2024-11-06,186.0,,Permit Entire,3062551,301,40.71228,-73.95184,82,AINSLIE STREET,3,2375,12,AE DESIGN SOLUTION INC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00043341-I1,BROOKLYN,,2018-06-27,2024-02-25,2068,2024-11-01,190.0,,Permit Entire,3331745,302,40.69467,-73.98668,315,JAY STREET,3,142,50,360 ENGINEERING P.C.,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
B00044826-I1,BROOKLYN,,2018-05-24,2024-02-25,2102,2024-04-23,120.0,,Permit Entire,3332194,308,40.67899,-73.95633,1114,ATLANTIC AVENUE,3,1126,32,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00047492-I1,BROOKLYN,,2018-06-08,2024-02-25,2087,2024-04-01,584.0,,Permit Entire,3321414,318,40.65045,-73.8961,10513,GLENWOOD ROAD,3,8174,1,HD GROUP,1,DOB NOW,Local Law 11,Other Zoning Districts
B00048163-I1,BROOKLYN,,2018-06-12,2024-02-25,2083,2024-04-01,479.0,,Permit Entire,3321514,318,40.64781,-73.89627,10307,FLATLANDS AVENUE,3,8191,1,HD GROUP,1,DOB NOW,Local Law 11,Other Zoning Districts
B00051589-I1,BROOKLYN,,2018-06-20,2024-02-25,2075,2024-11-06,444.0,,Permit Entire,3000131,302,40.7021,-73.98833,69,ADAMS STREET,3,52,4,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00056750-I1,BROOKLYN,,2018-06-28,2024-02-25,2067,2024-03-14,570.0,,Permit Entire,3378188,307,40.65679,-74.01699,4100,1 AVENUE,3,715,1,360 ENGINEERING P.C.,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00058554-I1,BROOKLYN,,2018-07-11,2024-02-25,2054,2024-04-01,35.0,,Permit Entire,3331317,301,40.70317,-73.96223,70,ROSS STREET,3,2186,1,BRIAN T. O'CONNOR,1,DOB NOW,Local Law 11,Other Zoning Districts
B00070441-I1,BROOKLYN,,2018-10-16,2024-02-25,1957,2024-09-30,35.0,,Permit Entire,3019394,306,40.67864,-73.98171,643,DEGRAW STREET,3,946,85,ASIF JAMIL  RA,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
B00074641-I1,BROOKLYN,,2018-08-30,2024-02-25,2004,2024-03-23,27.0,,Permit Entire,3830521,302,40.69438,-73.96833,114,WAVERLY AVENUE,3,1888,79,HAIDER ENGINEERING  P.E.,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00074648-I1,BROOKLYN,,2018-08-30,2024-02-25,2004,2024-03-23,27.0,,Permit Entire,3830522,302,40.69434,-73.96832,116,WAVERLY AVENUE,3,1888,80,HAIDER ENGINEERING  P.E.,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00076303-I1,BROOKLYN,,2018-09-07,2024-02-25,1996,2024-04-01,1225.0,,Permit Entire,3196598,313,40.57589,-73.96936,3100,OCEAN PARKWAY,3,7282,62,BRIAN T. O'CONNOR,1,DOB NOW,Local Law 11,Other Zoning Districts
B00077034-I1,BROOKLYN,,2018-09-20,2024-02-25,1983,2024-03-31,64.0,,Permit Entire,3334404,318,40.61278,-73.91438,2150,MILL AVENUE,3,8470,1096,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00077915-I1,BROOKLYN,,2018-09-20,2024-02-25,1983,2024-05-03,935.0,,Permit Entire,3215705,318,40.62976,-73.92457,1199,EAST 53 STREET,3,7779,22,JOEL PHAGOO P.E. PLLC,1,DOB NOW,Local Law 11,Other Zoning Districts
B00077926-I1,BROOKLYN,,2018-09-25,2024-02-25,1978,2024-05-03,1036.0,,Permit Entire,3215627,318,40.62981,-73.92656,1275,EAST 51 STREET,3,7777,26,JOEL PHAGOO P.E. PLLC,1,DOB NOW,Local Law 11,Other Zoning Districts
B00084151-I1,BROOKLYN,,2018-10-04,2024-02-25,1969,2024-03-31,36.0,,Permit Entire,3321271,301,40.71138,-73.95427,327,SOUTH 1 STREET,3,2398,26,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00084154-I1,BROOKLYN,,2018-10-24,2024-02-25,1949,2024-03-31,408.0,,Permit Entire,3059377,302,40.68623,-73.97196,29,GREENE AVENUE,3,2119,1,AE DESIGN SOLUTION INC,1,DOB NOW,Local Law 11,Other Zoning Districts
B00086717-I1,BROOKLYN,,2018-10-11,2024-02-25,1962,2024-05-30,304.0,,Permit Entire,3055136,303,40.69089,-73.95931,227,TAAFFE PLACE,3,1925,1,PATUXENT ENGINEERING  LLC,1,DOB NOW,Local Law 11,Commercial District/Overlay
B00115862-I1,BROOKLYN,,2019-01-11,2024-02-25,1870,2024-03-09,46.0,,Permit Entire,3324937,307,40.64676,-73.99992,736,41 STREET,3,922,20,VS CONSULTING ENGINEERING  PC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00116368-I1,BROOKLYN,,2019-01-08,2024-02-25,1873,2024-04-01,280.0,,Permit Entire,3002008,302,40.69434,-73.99129,195,MONTAGUE STREET,3,244,7501,AE DESIGN SOLUTION INC,1,DOB NOW,Local Law 11,Commercial District/Overlay
B00121299-I1,BROOKLYN,,2019-01-28,2024-02-25,1853,2024-03-26,258.0,,Permit Entire,3080668,316,40.67207,-73.91077,1542,EAST NEW YORK AVENUE,3,3489,121,ASIF JAMIL  RA,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
B00127491-I1,BROOKLYN,,2019-02-08,2024-02-25,1842,2024-03-26,108.0,,Permit Entire,3071205,301,40.70689,-73.94404,136,MONTROSE AVENUE,3,3061,10,MOHAMMAD AHEAD  PE,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
B00128842-I1,BROOKLYN,,2019-02-11,2024-02-25,1839,2024-05-31,661.0,,Permit Entire,3187601,311,40.59289,-73.99432,288,BAY 38 STREET,3,6928,50,VS CONSULTING ENGINEERING  PC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00131843-I1,BROOKLYN,,2019-02-19,2024-02-25,1831,2024-04-01,122.0,,Permit Entire,3421358,313,40.57949,-73.96432,2960,BRIGHTON 4 STREET,3,8663,277,KZ ENGINEERING  PC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00132302-I1,BROOKLYN,,2019-02-25,2024-02-25,1825,2024-04-04,262.0,,Permit Entire,3076258,304,40.6913,-73.92066,1041,BUSHWICK AVENUE,3,3331,36,SYED ENGINEERING  P.C.,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00132424-I1,BROOKLYN,,2019-02-21,2024-02-25,1829,2024-03-07,410.0,,Permit Entire,3392184,302,40.69258,-73.98497,365,BRIDGE STREET,3,2058,7501,NY RESTORATION TECHNOLOGY CORP,1,DOB NOW,Local Law 11,Commercial District/Overlay
B00136865-I1,BROOKLYN,,2019-03-05,2024-02-25,1817,2024-04-22,859.0,,Permit Entire,3343252,305,40.67055,-73.8631,790,ELDERT LANE,3,4271,9001,ASHRAF CORP,1,DOB NOW,Local Law 11,Other Zoning Districts
B00136881-I1,BROOKLYN,,2019-03-02,2024-02-25,1820,2024-04-22,853.0,,Permit Entire,3343250,305,40.67161,-73.86337,760,ELDERT LANE,3,4271,9001,ASHRAF CORP,1,DOB NOW,Local Law 11,Other Zoning Districts
B00139334-I1,BROOKLYN,,2019-03-11,2024-02-25,1811,2024-04-22,868.0,,Permit Entire,3343256,305,40.67106,-73.86604,735,LINCOLN AVENUE,3,4271,9001,ASHRAF CORP,1,DOB NOW,Local Law 11,Other Zoning Districts
B00139336-I1,BROOKLYN,,2019-03-11,2024-02-25,1811,2024-04-22,873.0,,Permit Entire,3343260,305,40.67012,-73.86581,765,LINCOLN AVENUE,3,4271,9001,ASHRAF CORP,1,DOB NOW,Local Law 11,Other Zoning Districts
B00146945-I1,BROOKLYN,,2019-06-10,2024-02-25,1720,2024-05-04,35.0,,Permit Entire,3072731,304,40.70208,-73.92574,94,STARR STREET,3,3197,20,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00148159-I1,BROOKLYN,,2019-04-05,2024-02-25,1786,2024-05-10,531.0,,Permit Entire,3328126,316,40.66406,-73.90389,430,DUMONT AVENUE,3,3794,1,BITOPI CONSULTANTS LLC,1,DOB NOW,Local Law 11,Other Zoning Districts
B00154222-I1,BROOKLYN,,2019-04-12,2024-02-25,1779,2024-03-29,960.0,,Permit Entire,3001548,302,40.70035,-73.99126,140,CADMAN PLAZA WEST,3,212,1,NAVI STRUCTURAL ENGINEERING  PLLC,1,DOB NOW,Local Law 11,Other Zoning Districts
B00154640-I1,BROOKLYN,,2019-04-16,2024-02-25,1775,2024-05-31,100.0,,Permit Entire,3326036,302,40.6935,-73.99566,99,JORALEMON STREET,3,253,7,SYED ENGINEERING  P.C.,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00171610-I1,BROOKLYN,,2019-05-29,2024-02-25,1732,2024-03-14,358.0,,Permit Entire,3029314,308,40.67555,-73.96926,34,PLAZA STREET EAST,3,1170,9,ALBERTO ROMAN,1,DOB NOW,Local Law 11,Other Zoning Districts
B00174118-I1,BROOKLYN,,2019-06-06,2024-02-25,1724,2024-09-20,253.0,,Permit Entire,3181109,314,40.61741,-73.95673,1355,EAST 18 STREET,3,6747,73,HAIDER ENGINEERING  P.E.,1,DOB NOW,Local Law 11,Other Zoning Districts
B00176842-I1,BROOKLYN,,2019-06-07,2024-02-25,1723,2024-04-10,182.0,,Permit Entire,3388854,310,40.61532,-74.02293,699,92 STREET,3,6094,1,JOEL PHAGOO P.E. PLLC,1,DOB NOW,Local Law 11,Other Zoning Districts
B00176846-I1,BROOKLYN,,2019-06-07,2024-02-25,1723,2024-04-10,563.0,,Permit Entire,3253455,310,40.61532,-74.02293,9030,7 AVENUE,3,6094,1,JOEL PHAGOO P.E. PLLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00176852-I1,BROOKLYN,,2019-06-07,2024-02-25,1723,2024-04-10,208.0,,Permit Entire,3388855,310,40.61532,-74.02293,697,92 STREET,3,6094,1,JOEL PHAGOO P.E. PLLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00177779-I1,BROOKLYN,,2019-06-13,2024-02-25,1717,2024-09-25,60.0,,Permit Entire,3378321,303,40.69247,-73.95449,191,SPENCER STREET,3,1763,7501,ASIF JAMIL  RA,1,DOB NOW,Local Law 11,Other Zoning Districts
B00183332-I1,BROOKLYN,,2019-06-25,2024-02-25,1705,2025-01-31,370.0,,Permit Entire,3041566,316,40.68089,-73.90908,24,MOTHER GASTON BOULEVARD,3,1528,33,TRIANGLE INSP & TEST SER INC.,1,DOB NOW,Local Law 11,Other Zoning Districts
B00189272-I1,BROOKLYN,,2019-07-12,2024-02-25,1688,2024-04-14,215.0,,Permit Entire,3418352,306,40.68944,-74.00027,63,COLUMBIA STREET,3,299,8,SYED ENGINEERING  P.C.,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00193456-I1,BROOKLYN,,2019-08-05,2024-02-25,1664,2024-05-03,864.0,,Permit Entire,3321839,313,40.5748,-73.99039,2936,WEST 23 STREET,3,7056,14,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Local Law 11,Other Zoning Districts
B00195420-I1,BROOKLYN,,2019-07-19,2024-02-25,1681,2024-07-18,146.0,,Permit Entire,3348858,305,40.65013,-73.88709,17,VANDALIA AVENUE,3,4431,100,TRIANGLE INSP & TEST SER INC.,1,DOB NOW,Local Law 11,Other Zoning Districts
B00196199-I1,BROOKLYN,,2019-07-23,2024-02-25,1677,2024-07-18,477.0,,Permit Entire,3348860,305,40.65013,-73.88709,77,VANDALIA AVENUE,3,4431,100,TRIANGLE INSP & TEST SER INC.,1,DOB NOW,Local Law 11,Other Zoning Districts
B00197233-I1,BROOKLYN,,2019-07-25,2024-02-25,1675,2024-07-18,582.0,,Permit Entire,3324697,316,40.68109,-73.90807,15,MOTHER GASTON BOULEVARD,3,1529,1,BITOPI CONSULTANTS LLC,1,DOB NOW,Local Law 11,Other Zoning Districts
B00198421-I1,BROOKLYN,,2019-08-21,2024-02-25,1648,2024-03-10,20.0,,Permit Entire,3191791,315,40.59776,-73.96846,423,AVENUE U,3,7106,45,ASIF JAMIL  RA,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
B00206356-I1,BROOKLYN,,2019-08-08,2024-02-25,1661,2024-07-24,149.0,,Permit Entire,3048777,303,40.694,-73.94926,511,WILLOUGHBY AVENUE,3,1758,54,AE DESIGN SOLUTION INC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
B00216301-I1,BROOKLYN,,2019-09-04,2024-02-25,1634,2024-08-31,250.0,,Permit Entire,3429680,316,40.66696,-73.91329,203,SUTTER AVENUE,3,3518,70,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
B00217193-I1,BROOKLYN,,2019-08-29,2024-02-25,1640,2024-07-10,125.0,,Permit Entire,3076154,304,40.69859,-73.91466,313,LINDEN STREET,3,3326,46,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00222208-I1,BROOKLYN,,2021-01-28,2024-02-25,1122,2024-03-01,1512.0,,Permit Entire,3338413,301,40.70607,-73.94898,30,MONTROSE AVENUE,3,3058,1,TOHFAZ UDDIN PE PC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00229160-I1,BROOKLYN,,2019-09-22,2024-02-25,1616,2024-09-07,275.0,,Permit Entire,3060114,301,40.70399,-73.96055,575,BEDFORD AVENUE,3,2193,1,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00229985-I1,BROOKLYN,,2019-09-23,2024-02-25,1615,2024-09-11,151.0,,Permit Entire,3328025,316,40.66716,-73.90476,375,BLAKE AVENUE,3,3760,1,IKRA CONSULTING LLC,1,DOB NOW,Local Law 11,Other Zoning Districts
B00231091-I1,BROOKLYN,,2019-10-10,2024-02-25,1598,2024-06-27,110.0,,Permit Entire,3398454,302,40.69747,-73.96509,268,FLUSHING AVENUE,3,1877,27,SYED ENGINEERING  P.C.,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00232489-I1,BROOKLYN,,2019-10-14,2024-02-25,1594,2024-06-30,400.0,,Permit Entire,3070523,301,40.71371,-73.93024,1150,METROPOLITAN AVENUE,3,2943,2,BRIAN T. O'CONNOR,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00235256-I1,BROOKLYN,,2020-01-30,2024-02-25,1486,2024-07-06,831.0,,Permit Entire,3059236,302,40.68562,-73.97578,55,HANSON PLACE,3,2113,1,JOEL PHAGOO P.E. PLLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00236822-I1,BROOKLYN,,2019-10-01,2024-02-25,1607,2024-05-22,35.0,,Permit Entire,3021600,306,40.67095,-73.98516,388,5 AVENUE,3,993,35,BRIAN T. O'CONNOR,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
B00243691-I1,BROOKLYN,,2019-10-23,2024-02-25,1585,2024-03-06,66.0,,Permit Entire,3044621,303,40.68716,-73.93789,481,MONROE STREET,3,1634,72,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00244884-I1,BROOKLYN,,2019-10-15,2024-02-25,1593,2024-12-04,1075.0,,Permit Entire,3057520,302,40.68293,-73.97016,483,CARLTON AVENUE,3,2007,1,JOEL PHAGOO P.E. PLLC,1,DOB NOW,Local Law 11,Other Zoning Districts
B00247381-I1,BROOKLYN,,2019-10-17,2024-02-25,1591,2024-05-10,300.0,,Permit Entire,3083636,305,40.67259,-73.90153,245,GLENMORE AVENUE,3,3698,32,BRIAN T. O'CONNOR,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00250991-I1,BROOKLYN,,2019-10-30,2024-02-25,1578,2024-11-15,48.0,,Permit Entire,3333523,303,40.68037,-73.92386,291,PATCHEN AVENUE,3,1688,1,TRIANGLE INSP & TEST SER INC.,1,DOB NOW,Local Law 11,Other Zoning Districts
B00256223-I1,BROOKLYN,,2019-11-04,2024-02-25,1573,2024-11-15,356.0,,Permit Entire,3328046,316,40.66568,-73.90438,429,DUMONT AVENUE,3,3777,1,IKRA CONSULTING LLC,1,DOB NOW,Local Law 11,Other Zoning Districts
B00256243-I1,BROOKLYN,,2019-11-04,2024-02-25,1573,2024-11-16,391.0,,Permit Entire,3328132,316,40.66406,-73.90389,395,LIVONIA AVENUE,3,3794,1,IKRA CONSULTING LLC,1,DOB NOW,Local Law 11,Other Zoning Districts
B00256850-I1,BROOKLYN,,2019-11-21,2024-02-25,1556,2024-04-14,226.0,,Permit Entire,3388495,303,40.69131,-73.95903,970,KENT AVENUE,3,1925,7501,SYED ENGINEERING  P.C.,1,DOB NOW,Local Law 11,Other Zoning Districts
B00257046-I1,BROOKLYN,,2019-11-04,2024-02-25,1573,2024-11-15,88.0,,Permit Entire,3326947,316,40.6712,-73.90606,109,CHRISTOPHER AVENUE,3,3709,1,IKRA CONSULTING LLC,1,DOB NOW,Local Law 11,Commercial District/Overlay
B00259715-I1,BROOKLYN,,2019-11-12,2024-02-25,1565,2024-04-01,110.0,,Permit Entire,3331330,306,40.68755,-73.99914,443,HICKS STREET,3,310,7502,VS CONSULTING ENGINEERING  PC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00266487-I1,BROOKLYN,,2019-11-20,2024-02-25,1557,2024-11-15,659.0,,Permit Entire,3324730,303,40.69761,-73.93941,10,LEWIS AVENUE,3,1580,1,BITOPI CONSULTANTS LLC,1,DOB NOW,Local Law 11,Commercial District/Overlay
B00273527-I1,BROOKLYN,,2019-12-04,2024-02-25,1543,2024-12-04,16.0,,Permit Entire,3328042,316,40.66568,-73.90438,372,BLAKE AVENUE,3,3777,1,IKRA CONSULTING LLC,1,DOB NOW,Local Law 11,Other Zoning Districts
B00273528-I1,BROOKLYN,,2019-12-04,2024-02-25,1543,2024-12-04,43.0,,Permit Entire,3328040,316,40.66568,-73.90438,422,BLAKE AVENUE,3,3777,1,IKRA CONSULTING LLC,1,DOB NOW,Local Law 11,Other Zoning Districts
B00273551-I1,BROOKLYN,,2019-12-04,2024-02-25,1543,2024-12-04,406.0,,Permit Entire,3328131,316,40.66406,-73.90389,383,LIVONIA AVENUE,3,3794,1,IKRA CONSULTING LLC,1,DOB NOW,Local Law 11,Other Zoning Districts
B00273584-I1,BROOKLYN,,2019-12-04,2024-02-25,1543,2024-12-04,513.0,,Permit Entire,3328130,316,40.66406,-73.90389,361,LIVONIA AVENUE,3,3794,1,IKRA CONSULTING LLC,1,DOB NOW,Local Law 11,Other Zoning Districts
B00277561-I1,BROOKLYN,,2019-12-20,2024-02-25,1527,2024-11-06,650.0,,Permit Entire,3045367,303,40.68512,-73.93728,357,MARCUS GARVEY BOULEVARD,3,1649,1,BITOPI CONSULTANTS LLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00278296-I1,BROOKLYN,,2019-12-21,2024-02-25,1526,2024-11-06,222.0,,Permit Entire,3071474,301,40.70476,-73.93546,229,MOORE STREET,3,3100,47,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00278461-I1,BROOKLYN,,2019-12-13,2024-02-25,1534,2024-12-04,54.0,,Permit Entire,3328026,316,40.66716,-73.90476,419,BLAKE AVENUE,3,3760,1,BITOPI CONSULTANTS LLC,1,DOB NOW,Local Law 11,Other Zoning Districts
B00285810-I1,BROOKLYN,,2019-12-30,2024-02-25,1517,2024-11-19,57.0,,Permit Entire,3153755,310,40.62101,-74.02751,452,87 STREET,3,6050,28,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
B00286620-I1,BROOKLYN,,2019-12-30,2024-02-25,1517,2024-05-24,60.0,,Permit Entire,3033471,309,40.668,-73.9575,991,CARROLL STREET,3,1280,58,HAIDER ENGINEERING  P.E.,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00289269-I1,BROOKLYN,,2019-12-31,2024-02-25,1516,2024-03-08,475.0,,Permit Entire,3850439,306,40.67049,-73.99026,456,4 AVENUE,3,1009,1,VS CONSULTING ENGINEERING  PC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
B00290157-I1,BROOKLYN,,2020-01-20,2024-02-25,1496,2024-06-27,135.0,,Permit Entire,3048362,303,40.69821,-73.94951,499,MARCY AVENUE,3,1730,8,SYED ENGINEERING  P.C.,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
B00290293-I1,BROOKLYN,,2020-01-06,2024-02-25,1510,2024-06-01,55.0,,Permit Entire,3325885,301,40.70513,-73.94884,14,BOERUM STREET,3,3076,7501,JOEL PHAGOO P.E. PLLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
B00295023-I1,BROOKLYN,,2020-01-22,2024-02-25,1494,2024-11-19,423.0,,Permit Entire,3425665,312,40.62051,-73.96473,1508,CONEY ISLAND AVENUE,3,6536,45,PATUXENT ENGINEERING  LLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
B00296719-I1,BROOKLYN,,2020-01-17,2024-02-25,1499,2024-07-31,103.0,,Permit Entire,3029709,309,40.66843,-73.95954,931,CARROLL STREET,3,1188,58,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00297525-I1,BROOKLYN,,2020-03-05,2024-02-25,1451,2024-07-28,70.0,,Permit Entire,3230163,318,40.64303,-73.89804,1177,EAST 98 STREET,3,8206,5,SYED ENGINEERING  P.C.,1,DOB NOW,Local Law 11,Other Zoning Districts
B00300680-I1,BROOKLYN,,2020-02-01,2024-02-25,1484,2024-03-14,60.0,,Permit Entire,3428945,304,40.69611,-73.92674,249,EVERGREEN AVENUE,3,3243,5,DOOLING & COMPANY ARCHITECTS,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00301568-I1,BROOKLYN,,2021-11-04,2024-02-25,842,2024-10-31,70.0,,Permit Entire,3139853,312,40.63719,-74.00674,824,56 STREET,3,5686,16,NAVI STRUCTURAL ENGINEERING  PLLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00303974-I1,BROOKLYN,,2020-02-04,2024-02-25,1481,2024-05-05,232.0,,Permit Entire,3020570,306,40.67548,-73.98398,265,4 AVENUE,3,964,8,NAVI STRUCTURAL ENGINEERING  PLLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
